name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
ACER TravelMate VERO TMV1551728C IntelCore i71195G7 FHD mit IPS 16GB 1024GB SSD W11P,1102.9,15.6,39.6,1920x1080,16:09,1.8,17.9,363.4,238.5,Windows 11 Pro,i71195G7,16,Intel Iris Xe Graphics,-,1000,SSD,7,48,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.VU2EG.002,-,Notebooks
LENOVO TP L13 YOGA G4 I71355U 16GB 1TB SSD 13.3 WUXGA W11P 4G,1490.26,13.3,33.8,1920x1200,16:10,1.32,17.1,305,218,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,1,SSD,-,46,65,Dolby Audio Premium,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21FJ001WGE,-,Notebooks
Acer B4B TMP2155476MT FHD i71255U/16GB/512GB SSD W11P,1034.97,15.6,39.6,1920x1080,16:09,1.9,19.9,359.7,245.2,Windows 11 Pro,i71255U,16,Intel Iris Xe Graphics,-,512,SSD,9,50,45,-,2,FALSE,FALSE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.VVAEG.008,-,Notebooks
Lenovo ThinkPad P16s G2 Intel Core i71360P WUXGA 32GB 1TB SSD RTX A500 4GB W11P WWAN Ready,2101.98,16,40.6,1920x1200,16:10,1.7,21.1,361.9,255.5,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX A500,1,SSD,-,86,135,Dolby Audio,2,TRUE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HK000DGE,-,Notebooks
Lenovo ThinkPad P14s G4 i71360P 1x16/512GB A500 WUXGA W11P,1918.66,14,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,NVIDIA RTX A500,512,SSD,-,52.5,100,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HF000PGE,-,Notebooks
"Notebook 15.6"" Dell Latitude 5540 I71365U 16GB 512GB SSD FHD W11P",1360.84,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,5.40E+12,1F8R2,-,Notebooks
Microsoft Surface Pro 9 128GB i5/8GB Platinum W11P,1234.97,13,33,2880x1920,3:02,879,209,287,9.3,Windows 11 Pro,i51245U,8,-,-,-,SSD,15.5,47.7,65,Dolby Atmos,2,FALSE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.96E+11,QCH00004,-,Notebooks
Fujitsu LIFEBOOK U7413 FHD 14 i7 W11P VFY:U7413MF7GMDE,1703.99,14,35.6,1920x1080,-,1.13,18.9,322,211,Windows 11 Pro,i71355U,16,Intel Iris Xe Graphics,-,1,SSD,12,60,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.07E+12,VFY:U7413MF7GMDE,-,Notebooks
LENOVO ThinkPad L14 G4 Intel Core i71355U No Touch FHD 16GB 1TB SSD UMA W11P WWAN 4G Black,1406.47,14,35.6,1920x1080,16:09,1.4,19.8,325.4,217,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,1,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21H1003CGE,-,Notebooks
LENOVO TP X1 CARBON G11 I51335U 16GB 512GB SSD 14.0 WUXGA W11P 4G,2093.96,14,35.6,1920x1200,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Atmos,4,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21HM0064GE,-,Notebooks
"Apple MacBook Air silber, Apple M1, 7 Core GPU, 8GB RAM, 256GB SSD [2020 / Z127] (MGN93D/A",958.99,13.3,33.8,2560x1600,16:09,1.29,16.1,304.1,212.4,macOS Big Sur,M1,8,Apple GPU,-,256,SSD,18,49.9,30,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),1.94E+11,MGN93D/A,2020,Notebooks
LENOVO X13 G4 I71355U 16GB,1779.09,13.3,33.8,1920x1200,16:10,1.09,15.9,301.7,214.8,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,54.7,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21EX004VGE,-,Notebooks
LENOVO E14 G5 R7 7730U 16GB,1039.25,14,35.6,1920x1200,16:10,1.53,18,313,219.3,Windows 11 Pro,AMD SoC,16,AMD Radeon,-,1,SSD,-,57,65,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21JR002WGE,-,Notebooks
ACER CB3142HK7E8 MTK MT8183,288.21,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.AWFEG.006,-,Notebooks
Microsoft Surface Pro 9 i7 16GB 256GB black 2880x1920 W10P,1766.63,13,33,2880x1920,3:02,879,209,287,9.3,Windows 10 Pro,i71265U,16,-,-,-,SSD,15.5,47.7,65,Dolby Atmos,2,FALSE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.96E+11,S8G00021,-,Notebooks
MSI Prestige 16 Studio A13VE090 i713700H/16GB/1TB/4050 W11P,2540.99,16,40.6,2560x1600,16:10,2.1,16.9,358,258.6,Windows 11 Pro,i713700H,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,1000,SSD,-,82,120,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,1594090,-,Notebooks
Lenovo ThinkPad P16 G2 i713700Hx 2x16GB/1TB A2000ADA W11P,2997.78,16,40.6,2560x1600,16:10,2.95,30.2,364,266,Windows 11 Pro,Intel WM790,32,Intel® UHD Graphics,NVIDIA RTX 2000,1,SSD,-,94,170,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FA000FGE,-,Notebooks
Fujitsu LIFEBOOK E5513 FHD 15 i5 W11P,1329.35,15,39.6,1920x1080,-,1.65,20.1,357.4,230,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,1,SSD,10.5,65,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),4.07E+12,VFY:E5513MF5EMDE,-,Notebooks
Lenovo ThinkBook 14 G6 i51335U 16/512GB WUXGA IPS W11P,894.69,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21KG0066GE,-,Notebooks
LENOVO TP L14 G4 R5P 7530U 16GB 512GB SSD 14.0 FHD W11P 4G,1100.01,14,35.6,1920x1080,16:09,1.4,19.8,325.4,217,Windows 11 Pro,AMD SoC,16,AMD Radeon,-,512,SSD,-,57,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21H50026GE,-,Notebooks
MSI Prestige 14 Evo B13M291 i513500H/16GB/512GB/Iris W11H,1397.87,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,0014F1291,-,Notebooks
"Lenovo ThinkPad T14 G4 14.0"" i71355U 32GB/1TB SSD 4G W11P",2186.02,14,35.6,2880x1800,16:10,1.36,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,1,SSD,-,52.5,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HD004RGE,-,Notebooks
LENOVO TP L13 YOGA G4 I51335U 16GB 512GB SSD 13.3 WUXGA W11P 4G,1332.62,13.3,33.8,1920x1200,16:10,1.32,17.1,305,218,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,46,65,Dolby Audio Premium,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21FJ001XGE,-,Notebooks
LENOVO E14 G5 I71355U 16GB 1TB SSD 14.0 WUXGA W11P,1149.42,14,35.6,1920x1200,16:10,1.53,18,313,219.3,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,1,SSD,-,57,65,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21JK005BGE,-,Notebooks
Lenovo TP L15 G3 R7 PRO 5875U 16GB,1038.89,15.6,39.6,1920x1080,16:09,1.76,19.9,360.2,237,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21C7003XGE,-,Notebooks
Lenovo ThinkPad T14s G4 i51335U 16/512GB SSD WUXGA 4G W11P,1817.65,14,35.6,1920x1200,16:10,1.25,16.9,317.5,226.9,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21F60032GE,-,Notebooks
"Notebook 14"" Lenovo ThinkPad X1 Yoga G8 i71355U 32GB/2TB WQUXGA 4G W11P",2969.59,14,35.6,3840x2400,16:10,1.38,15.5,314.4,222.3,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,2,SSD,-,57,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HQ0058GE,-,Notebooks
Lenovo ThinkPad P16s Gen2 / i71360P / 32GB / 1024GB /,2419.71,16,40.6,3840x2400,16:10,1.7,21.1,361.9,255.5,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX A500,1,SSD,-,86,135,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HK000LGE,-,Notebooks
Acer Notebook Extensa EX21555 Intel Core i51235U  Stahlgrau,550.45,15.6,39.6,1920x1080,16:09,1.78,19.9,362.9,241.3,Windows 11 Pro,i51235U,8,Intel Iris Xe Graphics,-,512,SSD,-,-,-,-,2,FALSE,FALSE,TRUE,TRUE,TRUE,5,WiFi 5 (802.11ac),4.71E+12,NX.EGYEG.002,-,Notebooks
Lenovo ThinkPad X1 Yoga G8 i71355U 32GB/1TB WUXGA 4G W11P,2629.48,14,35.6,1920x1200,16:10,1.38,15.5,314.4,222.3,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,1,SSD,-,57,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HQ005RGE,-,Notebooks
LENOVO ThinkPad L13 Yoga G4 AMD Ryzen 5 Pro 7530U WUXGA Touch 16GB 512GB SSD UMA WWAN Ready W11P Black,1175,13.3,33.8,1920x1200,16:10,1.31,17.1,305,218,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,-,46,45,Dolby Audio Premium,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21FR000AGE,-,Notebooks
"Lenovo X1 Carbon G11 i71355U 32GB/2TB SSD 2,8K 4G W11P",2813.04,14,35.6,2880x1800,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,2,SSD,-,57,65,Dolby Atmos,4,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HM0067GE,-,Notebooks
LENOVO ThinkBook 15 AMD G4 AMD Ryzen 5 5625U FHD 16GB 512GB SSD UMA 1YCI W11P,753.85,15.6,39.6,1920x1080,16:09,1.7,18.9,357,235,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,6,45,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),1.96E+11,21DL0009GE,-,Notebooks
Fujitsu LIFEBOOK U7613 WUXGA 16 i5 W11P VFY:U7613MF5HMDE,1431.32,16,40.6,1920x1200,-,1.45,20.9,357,249.3,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,512,SSD,11.5,65,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.07E+12,VFY:U7613MF5HMDE,-,Notebooks
LENOVO TP X1 YOGA G8 I71355U 16GB 512GB SSD 14.0 WUXGA W11P 4G,2423.93,14,35.6,1920x1200,16:10,1.38,15.5,314.4,222.3,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HQ0033GE,-,Notebooks
LENOVO P15V G3 I712700H 32GB 512GB SSD T600 15.6 FHD W11P,1957.73,15.6,39.6,1920x1080,16:09,2.23,22.7,366.5,250,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA T600,512,SSD,-,68,135,Dolby Audio Premium,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21D8006MGE,-,Notebooks
Fujitsu LIFEBOOK U5313X WUXGA touch i5 W11P,1168.99,13.3,33.8,1920x1200,16:10,1.32,19.2,304.8,217.8,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,256,SSD,-,64,65,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:U5X13MF5EMDE,-,Notebooks
Lenovo ThinkPad T14s G4 i51335U 16/512GB SSD WUXGA W11P,1773.69,14,35.6,1920x1200,16:10,1.25,16.9,317.5,226.9,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21F6002KGE,-,Notebooks
LENOVO TP X1 CARBON G11 I71355U 16GB 512GB SSD 14.0 WUXGA W11P 5G,2363.3,14,35.6,1920x1200,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Atmos,4,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21HM005TGE,-,Notebooks
Lenovo ThinkPad T14S G3 R5P 6650U 16GB,1521.1,14,35.6,1920x1200,16:10,1.23,16.9,317.5,226.9,Windows 11 Pro,AMD SoC,16,AMD Radeon 660M,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21CQ0042GE,-,Notebooks
Lenovo TP L13 YOGA G4 R5P 7530U 16GB 512GB SSD WUXGA T. W11P 4G,1183.03,13.3,33.8,1920x1200,16:10,1.31,17.1,305,218,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,-,46,45,Dolby Audio Premium,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FR0018GE,-,Notebooks
Lenovo ThinkBook 16 G4+ i712700H 32GB/1TB WQXGA IPS W11P,1732.76,16,40.6,2560x1600,16:10,1.8,16.5,356,251,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA GeForce RTX 2050,1000,SSD,-,71,100,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.97E+11,21CY005VGE,-,Notebooks
LENOVO TP L13 YOGA G4 I71355U 16GB 512GB SSD 13.3 WUXGA T. W11P,1393.24,13.3,33.8,1920x1200,16:10,1.32,17.1,305,218,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,46,65,Dolby Audio Premium,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.97E+11,21FJ0005GE,-,Notebooks
LENOVO TP X1 YOGA G8 I71355U 16GB 512GB SSD 14.0 WUXGA W11P 5G,2542.06,14,35.6,1920x1200,16:10,1.38,15.5,314.4,222.3,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HQ004PGE,-,Notebooks
LENOVO TP L14 G4 R5P 7530U 16GB 512GB SSD FHD W11P 21H50025GE,1045.76,14,35.6,1920x1080,16:09,1.4,19.8,325.4,217,Windows 11 Pro,AMD SoC,16,AMD Radeon,-,512,SSD,-,57,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21H50025GE,-,Notebooks
LENOVO ThinkPad L13 G4 AMD Ryzen 7 Pro 7730U WUXGA No Touch 16GB 512GB SSD UMA WWAN Ready W11P Black,1039.25,13.3,33.8,1920x1200,16:10,1.26,17.2,305,218,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,-,46,45,Dolby Audio Premium,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21FN000BGE,-,Notebooks
LENOVO ThinkPad L13 G4 AMD Ryzen 5 Pro 7530U WUXGA No Touch 16GB 512GB SSD UMA WWAN Ready W11P Black,976.45,13.3,33.8,1920x1200,16:10,1.26,17.2,305,218,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,-,46,45,Dolby Audio Premium,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21FN0007GE,-,Notebooks
Acer B4B TMP21554598S FHD i51235U/16GB/512GB SSD W11P,946.98,15.6,39.6,1920x1080,16:09,1.9,19.9,359.7,245.2,Windows 11 Pro,i51235U,16,Intel Iris Xe Graphics,-,512,SSD,9,50,45,-,2,FALSE,FALSE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.VVAEG.007,-,Notebooks
"Notebook 15.6"" Acer TravelMate Vero V155155FX W11P i51155F7/8GB/256GB SSD",876.76,15.6,39.6,1920x1080,16:09,1.8,17.9,363.4,238.5,Windows 11 Pro,i51155G7,8,Intel Iris Xe Graphics,-,256,SSD,7,48,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.VU2EG.006,-,Notebooks
Acer Extensa 15 EX21533 Core i3 N305  8 GB RAM  256 GB SSD  Deutsch,568.51,15.6,39.6,1920x1080,-,1.8,18.9,362.9,237.5,Windows 11 Pro,i3N305,8,Intel® UHD Graphics,-,256,SSD,-,40,45,-,2,FALSE,FALSE,TRUE,FALSE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.EH6EG.005,-,Notebooks
Microsoft Surface Pro 9 i7 16GB 256GB plati 2880x1920 W10P,1811.08,13,33,2880x1920,3:02,879,209,287,9.3,Windows 10 Pro,i71265U,16,-,-,-,SSD,15.5,47.7,65,Dolby Atmos,2,FALSE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.96E+11,S8G00004,-,Notebooks
LENOVO TP L14 G4 I71355U 16GB,1230.1,14,35.6,1920x1080,16:09,1.4,19.8,325.4,217,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21H1003FGE,-,Notebooks
Lenovo 14s Yoga G3 Intel Core i51335U FHD 8GB 256GB SSD UMA W11P Mineral Grey,1075.97,14,35.6,1920x1080,16:09,1.5,16.9,320,216,Windows 11 Pro,Intel SoC,8,Intel Iris Xe Graphics,-,256,SSD,11.7,60,65,Dolby Atmos,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.97E+11,21JG000JGE,-,Notebooks
LENOVO TP L15 G4 I71355U 32GB,1453.87,15.6,39.6,1920x1080,16:09,1.77,19.9,360.2,237,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,1,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21H3003DGE,-,Notebooks
LENOVO X13 YOGA G4 I51335U 16GB 512GB SSD WUXGA W11P,1736.97,13.3,33.8,1920x1200,16:10,1.21,16.4,301.7,214.6,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,54.7,65,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21F20017GE,-,Notebooks
LG gram 17Z90QG.AP79G Core i7 1260P  Evo  16 GB RAM  1 TB SSD,1253.98,17,43.2,2560x1600,16:10,1.35,17.7,378.8,258.8,Windows 11 Pro,i71260P,16,Intel Iris Xe Graphics,-,1000,SSD,-,80,-,DTS:X Ultra,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,17Z90QG.AP79G,-,Notebooks
LENOVO TP L15 G4 I51335U 8GB 256GB SSD 15.6 FHD W11P 4G,1112.25,15.6,39.6,1920x1080,16:09,1.77,19.9,360.2,237,Windows 11 Pro,Intel SoC,8,Intel Iris Xe Graphics,-,256,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21H3002FGE,-,Notebooks
Dell LATITUDE 3440 I51335U 16GB 256GB 14IN FHD W11P,961.99,14,35.6,1920x1080,16:09,1.54,1.77,322.2,219.4,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,256,SSD,-,54,65,MaxxAudio Pro,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,10KYT,-,Notebooks
LENOVO TP L14 G4 R5P 7530U 8GB,890.91,14,35.6,1920x1080,16:09,1.4,19.8,325.4,217,Windows 11 Pro,AMD SoC,8,AMD Radeon,-,256,SSD,-,57,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21H50024GE,-,Notebooks
Lenovo ThinkPad X1 Yoga G8 i71355U 32GB/1TB WQUXGA 5G W11P,2935.39,14,35.6,3840x2400,16:10,1.38,15.5,314.4,222.3,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,1,SSD,-,57,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HQ005TGE,-,Notebooks
LENOVO ThinkBook 16 G6 Intel Core i51335U WUXGA 16GB 512GB SSD UMA W11P No WWAN Arctic Grey TopSeller,886.58,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21KH006EGE,-,Notebooks
Lenovo ThinkPad E16 G1 i71355U 16/512 SSD WUXGA IPS W11P,1206.99,16,40.6,1920x1200,16:10,1.97,19.9,356.1,247.7,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,NVIDIA GeForce MX550,512,SSD,-,57,65,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21JN00AUGE,-,Notebooks
Acer TravelMate P2 TMP21554 Intel Core i51235U  Schiefer Schwarz,888.08,15.6,39.6,1920x1080,16:09,1.7,19.9,359.7,245.2,Windows 11 Pro,i51235U,8,Intel Iris Xe Graphics,-,256,SSD,-,50,-,-,2,FALSE,FALSE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.VVAEG.001,-,Notebooks
LENOVO TP L14 G4 I51335U 16GB 512GB SSD 14.0 FHD W11P 4G,1187.12,14,35.6,1920x1080,16:09,1.4,19.8,325.4,217,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21H1003KGE,-,Notebooks
"Lenovo ThinkPad E14 AMD G5 14.0"" R57530U 8/256 SSD WUXGA W11P",818.92,14,35.6,1920x1200,16:10,1.53,18,313,219.3,Windows 11 Pro,AMD SoC,8,AMD Radeon Graphics,-,256,SSD,-,57,65,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21JR0004GE,-,Notebooks
LENOVO V15 G4 AMD R57520U 16GB,615.65,15.6,39.6,1920x1080,16:09,1.65,19.9,359.2,235.8,Windows 11 Pro,AMD SoC,16,AMD Radeon 610M,-,512,SSD,8.7,38,65,Dolby Audio,2,FALSE,FALSE,TRUE,TRUE,TRUE,5.1,WiFi 5 (802.11ac),1.97E+11,82YU00JYGE,-,Notebooks
Lenovo TP E14 G4 R75825U 16GB,904.23,14,35.6,1920x1080,16:09,1.64,17.9,324,220.7,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,15,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),1.96E+11,21EB0041GE,-,Notebooks
LENOVO E14 G5 I71355U 16GB 512GB SSD 14.0 WUXGA W11P,1077.98,14,35.6,1920x1200,16:10,1.53,18,313,219.3,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21JK0058GE,-,Notebooks
LENOVO E16 G1 R7 7730U 16GB,1024.66,16,40.6,1920x1200,-,1.97,19.9,356.1,247.7,Windows 11 Pro,AMD SoC,16,AMD Radeon,-,1,SSD,-,57,65,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21JT0037GE,-,Notebooks
LENOVO TP L15 G4 R5P 7530U 16GB 512GB SSD 15.6 FHD W11P 4G,1089.55,15.6,39.6,1920x1080,16:09,1.77,19.9,360.2,237,Windows 11 Pro,AMD SoC,16,AMD Radeon,-,512,SSD,-,57,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21H70020GE,-,Notebooks
